----------------------------------------------------------
initial solve
optimisation failed with message Maximum number of function evaluations has been exceeded. after 574 iterations, 1600 evaluations
accept destroy segment 207
random destroy transition at 208
optimisation finished successfully after 86 iterations, 169 evaluations
accept destroy segment 208
random destroy transition at 209
optimisation failed with message Maximum number of function evaluations has been exceeded. after 654 iterations, 1600 evaluations
random destroy transition at 226
optimisation finished successfully after 65 iterations, 161 evaluations
random destroy transition at 235
optimisation finished successfully after 93 iterations, 196 evaluations
random destroy transition at 241
optimisation finished successfully after 99 iterations, 188 evaluations
accept destroy segment 241
random create transition at 242
optimisation finished successfully after 134 iterations, 259 evaluations
random create transition at 285
optimisation finished successfully after 102 iterations, 217 evaluations
accept create segment at 285
random destroy transition at 307
optimisation finished successfully after 93 iterations, 188 evaluations
random create transition at 309
optimisation finished successfully after 96 iterations, 196 evaluations
random create transition at 316
optimisation finished successfully after 92 iterations, 203 evaluations
random destroy transition at 326
optimisation finished successfully after 44 iterations, 133 evaluations
random create transition at 330
optimisation finished successfully after 86 iterations, 199 evaluations
random destroy transition at 333
optimisation finished successfully after 115 iterations, 214 evaluations
accept destroy segment 333
random destroy transition at 334
optimisation finished successfully after 285 iterations, 488 evaluations
accept destroy segment 334
random create transition at 339
optimisation failed with message Maximum number of function evaluations has been exceeded. after 243 iterations, 2000 evaluations
random create transition at 85
optimisation finished successfully after 75 iterations, 193 evaluations
random create transition at 54
optimisation finished successfully after 72 iterations, 171 evaluations
accept create segment at 54
random destroy transition at 335
optimisation finished successfully after 81 iterations, 181 evaluations
random create transition at 55
optimisation finished successfully after 105 iterations, 207 evaluations
accept create segment at 55
random create transition at 340
random destroy transition at 344
optimisation finished successfully after 84 iterations, 166 evaluations
accept destroy segment 344
random destroy transition at 345
optimisation finished successfully after 90 iterations, 181 evaluations
accept destroy segment 345
random destroy transition at 346
optimisation finished successfully after 94 iterations, 191 evaluations
accept destroy segment 346
random destroy transition at 347
optimisation failed with message Maximum number of function evaluations has been exceeded. after 287 iterations, 1600 evaluations
accept destroy segment 347
random destroy transition at 348
optimisation finished successfully after 128 iterations, 244 evaluations
accept destroy segment 348
random destroy transition at 349
optimisation failed with message Maximum number of function evaluations has been exceeded. after 536 iterations, 1600 evaluations
random destroy transition at 351
optimisation finished successfully after 65 iterations, 150 evaluations
accept destroy segment 351
random destroy transition at 352
optimisation finished successfully after 91 iterations, 197 evaluations
accept destroy segment 352
random create transition at 355
random create transition at 360
random destroy transition at 296
optimisation finished successfully after 89 iterations, 176 evaluations
accept destroy segment 296
random destroy transition at 359
optimisation failed with message Maximum number of function evaluations has been exceeded. after 483 iterations, 1600 evaluations
random create transition at 254
optimisation finished successfully after 81 iterations, 176 evaluations
accept create segment at 254
random destroy transition at 361
optimisation finished successfully after 358 iterations, 574 evaluations
accept destroy segment 361
random create transition at 363
random destroy transition at 364
optimisation finished successfully after 113 iterations, 224 evaluations
accept destroy segment 364
random destroy transition at 228
optimisation finished successfully after 94 iterations, 194 evaluations
accept destroy segment 228
random destroy transition at 68
optimisation finished successfully after 90 iterations, 174 evaluations
accept destroy segment 68
random create transition at 69
optimisation finished successfully after 126 iterations, 248 evaluations
random create transition at 229
random create transition at 255
optimisation finished successfully after 67 iterations, 163 evaluations
random create transition at 297
optimisation finished successfully after 120 iterations, 236 evaluations
random create transition at 353
optimisation finished successfully after 66 iterations, 184 evaluations
accept create segment at 353
random create transition at 354
optimisation finished successfully after 142 iterations, 276 evaluations
random destroy transition at 362
optimisation failed with message Maximum number of function evaluations has been exceeded. after 744 iterations, 1600 evaluations
random destroy transition at 365
optimisation failed with message Maximum number of function evaluations has been exceeded. after 489 iterations, 1600 evaluations
random create transition at 366
random destroy transition at 232
optimisation finished successfully after 75 iterations, 154 evaluations
accept destroy segment 232
random destroy transition at 81
optimisation finished successfully after 89 iterations, 175 evaluations
accept destroy segment 81
random create transition at 237
optimisation finished successfully after 132 iterations, 235 evaluations
accept create segment at 237
random create transition at 243
optimisation finished successfully after 126 iterations, 246 evaluations
random destroy transition at 367
optimisation finished successfully after 93 iterations, 192 evaluations
accept destroy segment 367
random create transition at 372
optimisation finished successfully after 46 iterations, 151 evaluations
random create transition at 171
random destroy transition at 320
optimisation finished successfully after 129 iterations, 238 evaluations
accept destroy segment 320
random destroy transition at 342
optimisation failed with message Maximum number of function evaluations has been exceeded. after 527 iterations, 1600 evaluations
random create transition at 165
random destroy transition at 373
optimisation finished successfully after 89 iterations, 174 evaluations
accept destroy segment 373
random destroy transition at 376
optimisation finished successfully after 64 iterations, 149 evaluations
accept destroy segment 376
random create transition at 11
optimisation finished successfully after 106 iterations, 210 evaluations
random create transition at 179
optimisation finished successfully after 93 iterations, 199 evaluations
accept create segment at 179
random create transition at 38
optimisation finished successfully after 117 iterations, 246 evaluations
random create transition at 268
optimisation finished successfully after 56 iterations, 151 evaluations
random destroy transition at 368
optimisation finished successfully after 80 iterations, 194 evaluations
accept destroy segment 368
random create transition at 378
random create transition at 369
random create transition at 380
optimisation failed with message Maximum number of function evaluations has been exceeded. after 809 iterations, 2000 evaluations
accept create segment at 380
random create transition at 382
optimisation failed with message Maximum number of function evaluations has been exceeded. after 587 iterations, 2000 evaluations
accept create segment at 382
random destroy transition at 388
optimisation finished successfully after 75 iterations, 165 evaluations
accept destroy segment 388
random create transition at 390
optimisation finished successfully after 62 iterations, 157 evaluations
accept create segment at 390
random create transition at 399
optimisation finished successfully after 87 iterations, 201 evaluations
accept create segment at 399
random destroy transition at 403
optimisation finished successfully after 58 iterations, 144 evaluations
random create transition at 398
optimisation finished successfully after 83 iterations, 186 evaluations
accept create segment at 398
random destroy transition at 17
optimisation failed with message Maximum number of function evaluations has been exceeded. after 438 iterations, 1600 evaluations
random create transition at 300
optimisation finished successfully after 87 iterations, 192 evaluations
accept create segment at 300
random destroy transition at 402
optimisation finished successfully after 101 iterations, 190 evaluations
accept destroy segment 402
random destroy transition at 145
optimisation finished successfully after 190 iterations, 333 evaluations
random create transition at 325
optimisation finished successfully after 115 iterations, 226 evaluations
accept create segment at 325
random destroy transition at 405
optimisation finished successfully after 105 iterations, 218 evaluations
accept destroy segment 405
random create transition at 120
optimisation finished successfully after 141 iterations, 268 evaluations
random destroy transition at 184
optimisation finished successfully after 87 iterations, 178 evaluations
accept destroy segment 184
random create transition at 253
optimisation finished successfully after 65 iterations, 163 evaluations
random destroy transition at 408
optimisation finished successfully after 95 iterations, 199 evaluations
accept destroy segment 408
random destroy transition at 10
optimisation finished successfully after 102 iterations, 191 evaluations
random create transition at 82
random destroy transition at 105
optimisation finished successfully after 100 iterations, 191 evaluations
accept destroy segment 105
random destroy transition at 106
optimisation failed with message Maximum number of function evaluations has been exceeded. after 191 iterations, 1600 evaluations
random destroy transition at 180
optimisation finished successfully after 89 iterations, 176 evaluations
accept destroy segment 180
random create transition at 181
random create transition at 185
random create transition at 238
optimisation finished successfully after 73 iterations, 181 evaluations
accept create segment at 238
random create transition at 301
optimisation finished successfully after 110 iterations, 215 evaluations
accept create segment at 301
random destroy transition at 321
optimisation finished successfully after 92 iterations, 187 evaluations
accept destroy segment 321
random create transition at 326
optimisation finished successfully after 116 iterations, 245 evaluations
accept create segment at 326
random create transition at 302
optimisation finished successfully after 95 iterations, 200 evaluations
random destroy transition at 322
optimisation finished successfully after 118 iterations, 242 evaluations
accept destroy segment 322
random destroy transition at 323
optimisation finished successfully after 90 iterations, 188 evaluations
random destroy transition at 327
optimisation finished successfully after 67 iterations, 153 evaluations
accept destroy segment 327
random destroy transition at 374
optimisation finished successfully after 92 iterations, 187 evaluations
random destroy transition at 383
optimisation failed with message Maximum number of function evaluations has been exceeded. after 465 iterations, 1600 evaluations
random destroy transition at 389
optimisation finished successfully after 86 iterations, 178 evaluations
accept destroy segment 389
random destroy transition at 328
optimisation finished successfully after 114 iterations, 220 evaluations
random create transition at 391
optimisation finished successfully after 139 iterations, 241 evaluations
accept create segment at 391
random create transition at 392
optimisation finished successfully after 139 iterations, 258 evaluations
accept create segment at 392
random destroy transition at 393
optimisation finished successfully after 100 iterations, 190 evaluations
accept destroy segment 393
random create transition at 394
optimisation finished successfully after 117 iterations, 227 evaluations
accept create segment at 394
random destroy transition at 395
optimisation finished successfully after 71 iterations, 151 evaluations
accept destroy segment 395
random create transition at 396
optimisation finished successfully after 133 iterations, 257 evaluations
random destroy transition at 400
optimisation finished successfully after 97 iterations, 195 evaluations
random destroy transition at 403
optimisation finished successfully after 105 iterations, 220 evaluations
random destroy transition at 409
optimisation finished successfully after 110 iterations, 208 evaluations
random create transition at 410
optimisation finished successfully after 153 iterations, 297 evaluations
random destroy transition at 412
optimisation finished successfully after 105 iterations, 190 evaluations
accept destroy segment 412
random create transition at 193
optimisation finished successfully after 95 iterations, 191 evaluations
random create transition at 312
optimisation failed with message Maximum number of function evaluations has been exceeded. after 245 iterations, 2000 evaluations
random create transition at 358
optimisation failed with message Maximum number of function evaluations has been exceeded. after 233 iterations, 2000 evaluations
random destroy transition at 413
optimisation finished successfully after 73 iterations, 156 evaluations
accept destroy segment 413
random destroy transition at 414
optimisation finished successfully after 73 iterations, 155 evaluations
accept destroy segment 414
random create transition at 415
optimisation finished successfully after 134 iterations, 258 evaluations
random create transition at 417
optimisation finished successfully after 110 iterations, 221 evaluations
accept create segment at 417
random create transition at 421
optimisation finished successfully after 158 iterations, 287 evaluations
random create transition at 377
optimisation finished successfully after 105 iterations, 215 evaluations
accept create segment at 377
random destroy transition at 378
optimisation failed with message Maximum number of function evaluations has been exceeded. after 227 iterations, 1600 evaluations
accept destroy segment 378
random destroy transition at 418
optimisation finished successfully after 71 iterations, 156 evaluations
random destroy transition at 71
optimisation finished successfully after 65 iterations, 148 evaluations
random destroy transition at 379
optimisation failed with message Maximum number of function evaluations has been exceeded. after 484 iterations, 1600 evaluations
random destroy transition at 423
optimisation finished successfully after 99 iterations, 199 evaluations
accept destroy segment 423
random destroy transition at 424
optimisation finished successfully after 106 iterations, 226 evaluations
random create transition at 426
optimisation finished successfully after 83 iterations, 207 evaluations
random destroy transition at 429
optimisation finished successfully after 86 iterations, 194 evaluations
random destroy transition at 36
optimisation failed with message Maximum number of function evaluations has been exceeded. after 509 iterations, 1600 evaluations
random destroy transition at 83
optimisation finished successfully after 90 iterations, 186 evaluations
accept destroy segment 83
random destroy transition at 84
optimisation finished successfully after 119 iterations, 228 evaluations
accept destroy segment 84
random create transition at 85
random destroy transition at 92
optimisation finished successfully after 86 iterations, 169 evaluations
accept destroy segment 92
random create transition at 93
optimisation finished successfully after 101 iterations, 207 evaluations
accept create segment at 93
random create transition at 94
optimisation finished successfully after 51 iterations, 147 evaluations
accept create segment at 94
random create transition at 141
random destroy transition at 45
optimisation finished successfully after 75 iterations, 164 evaluations
accept destroy segment 45
random destroy transition at 95
optimisation finished successfully after 102 iterations, 197 evaluations
accept destroy segment 95
random create transition at 192
optimisation finished successfully after 76 iterations, 175 evaluations
accept create segment at 192
random destroy transition at 251
optimisation finished successfully after 65 iterations, 160 evaluations
accept destroy segment 251
random create transition at 329
optimisation finished successfully after 86 iterations, 191 evaluations
accept create segment at 329
random destroy transition at 356
optimisation finished successfully after 80 iterations, 164 evaluations
accept destroy segment 356
random destroy transition at 406
optimisation finished successfully after 122 iterations, 217 evaluations
random create transition at 428
optimisation finished successfully after 82 iterations, 189 evaluations
random destroy transition at 430
optimisation finished successfully after 69 iterations, 151 evaluations
accept destroy segment 430
random destroy transition at 166
optimisation failed with message Maximum number of function evaluations has been exceeded. after 196 iterations, 1600 evaluations
accept destroy segment 166
random destroy transition at 273
optimisation finished successfully after 224 iterations, 368 evaluations
random destroy transition at 15
optimisation finished successfully after 96 iterations, 184 evaluations
accept destroy segment 15
random create transition at 16
optimisation finished successfully after 59 iterations, 152 evaluations
accept create segment at 16
random destroy transition at 17
optimisation finished successfully after 107 iterations, 200 evaluations
random create transition at 311
optimisation finished successfully after 132 iterations, 258 evaluations
accept create segment at 311
random create transition at 312
optimisation failed with message Maximum number of function evaluations has been exceeded. after 235 iterations, 2000 evaluations
accept create segment at 312
random destroy transition at 313
optimisation finished successfully after 88 iterations, 179 evaluations
accept destroy segment 313
random destroy transition at 357
optimisation failed with message Maximum number of function evaluations has been exceeded. after 214 iterations, 1600 evaluations
random create transition at 427
optimisation finished successfully after 97 iterations, 216 evaluations
random destroy transition at 431
optimisation finished successfully after 93 iterations, 187 evaluations
random destroy transition at 432
optimisation finished successfully after 72 iterations, 167 evaluations
random destroy transition at 434
optimisation finished successfully after 90 iterations, 183 evaluations
accept destroy segment 434
random create transition at 435
optimisation finished successfully after 127 iterations, 248 evaluations
random destroy transition at 46
optimisation finished successfully after 73 iterations, 153 evaluations
random destroy transition at 96
optimisation finished successfully after 94 iterations, 186 evaluations
accept destroy segment 96
random create transition at 97
optimisation finished successfully after 139 iterations, 273 evaluations
accept create segment at 97
random create transition at 193
optimisation finished successfully after 117 iterations, 221 evaluations
accept create segment at 193
random destroy transition at 98
optimisation finished successfully after 45 iterations, 132 evaluations
accept destroy segment 98
random destroy transition at 99
optimisation finished successfully after 91 iterations, 184 evaluations
accept destroy segment 99
random create transition at 194
optimisation finished successfully after 113 iterations, 221 evaluations
random destroy transition at 214
optimisation finished successfully after 77 iterations, 193 evaluations
random destroy transition at 330
optimisation failed with message Maximum number of function evaluations has been exceeded. after 626 iterations, 1600 evaluations
random destroy transition at 436
optimisation finished successfully after 88 iterations, 173 evaluations
accept destroy segment 436
random destroy transition at 438
optimisation finished successfully after 65 iterations, 158 evaluations
accept destroy segment 438
random destroy transition at 440
optimisation finished successfully after 96 iterations, 182 evaluations
random create transition at 442
optimisation finished successfully after 105 iterations, 211 evaluations
random destroy transition at 186
optimisation finished successfully after 87 iterations, 176 evaluations
accept destroy segment 186
random destroy transition at 448
optimisation finished successfully after 122 iterations, 221 evaluations
random create transition at 63
optimisation finished successfully after 98 iterations, 212 evaluations
accept create segment at 63
random destroy transition at 40
optimisation finished successfully after 195 iterations, 340 evaluations
random destroy transition at 331
optimisation failed with message Maximum number of function evaluations has been exceeded. after 545 iterations, 1600 evaluations
random destroy transition at 220
optimisation finished successfully after 84 iterations, 170 evaluations
random destroy transition at 450
optimisation finished successfully after 62 iterations, 146 evaluations
accept destroy segment 450
random create transition at 452
optimisation finished successfully after 137 iterations, 245 evaluations
accept create segment at 452
random destroy transition at 153
optimisation finished successfully after 85 iterations, 175 evaluations
accept destroy segment 153
random create transition at 317
optimisation failed with message Maximum number of function evaluations has been exceeded. after 465 iterations, 2000 evaluations
random create transition at 21
optimisation failed with message Maximum number of function evaluations has been exceeded. after 721 iterations, 2000 evaluations
accept create segment at 21
random destroy transition at 381
optimisation finished successfully after 83 iterations, 193 evaluations
accept destroy segment 381
random create transition at 451
optimisation finished successfully after 61 iterations, 170 evaluations
accept create segment at 451
random create transition at 454
optimisation finished successfully after 160 iterations, 291 evaluations
random create transition at 22
optimisation failed with message Maximum number of function evaluations has been exceeded. after 253 iterations, 2000 evaluations
accept create segment at 22
random create transition at 23
optimisation finished successfully after 69 iterations, 168 evaluations
accept create segment at 23
random create transition at 24
optimisation finished successfully after 53 iterations, 152 evaluations
accept create segment at 24
random create transition at 25
optimisation finished successfully after 82 iterations, 187 evaluations
random destroy transition at 64
optimisation finished successfully after 86 iterations, 169 evaluations
accept destroy segment 64
random create transition at 65
optimisation finished successfully after 98 iterations, 212 evaluations
random destroy transition at 154
optimisation finished successfully after 37 iterations, 128 evaluations
random create transition at 187
optimisation finished successfully after 100 iterations, 228 evaluations
random destroy transition at 291
optimisation finished successfully after 87 iterations, 168 evaluations
accept destroy segment 291
random create transition at 439
optimisation finished successfully after 84 iterations, 201 evaluations
random destroy transition at 455
optimisation finished successfully after 134 iterations, 248 evaluations
accept destroy segment 455
random destroy transition at 453
optimisation finished successfully after 118 iterations, 231 evaluations
accept destroy segment 453
random create transition at 456
optimisation finished successfully after 98 iterations, 222 evaluations
random destroy transition at 457
optimisation finished successfully after 140 iterations, 245 evaluations
accept destroy segment 457
random create transition at 458
optimisation finished successfully after 100 iterations, 228 evaluations
random destroy transition at 461
optimisation finished successfully after 79 iterations, 169 evaluations
accept destroy segment 461
random destroy transition at 249
optimisation finished successfully after 75 iterations, 146 evaluations
random create transition at 90
optimisation finished successfully after 112 iterations, 228 evaluations
random create transition at 370
optimisation finished successfully after 114 iterations, 255 evaluations
random destroy transition at 26
optimisation finished successfully after 78 iterations, 165 evaluations
random destroy transition at 384
optimisation finished successfully after 126 iterations, 236 evaluations
accept destroy segment 384
random destroy transition at 385
optimisation finished successfully after 68 iterations, 154 evaluations
random create transition at 462
random create transition at 463
optimisation finished successfully after 71 iterations, 176 evaluations
random create transition at 464
random destroy transition at 467
optimisation finished successfully after 69 iterations, 164 evaluations
accept destroy segment 467
random create transition at 468
optimisation finished successfully after 74 iterations, 180 evaluations
random destroy transition at 469
optimisation finished successfully after 68 iterations, 170 evaluations
accept destroy segment 469
random destroy transition at 471
optimisation finished successfully after 84 iterations, 183 evaluations
accept destroy segment 471
random create transition at 473
random destroy transition at 474
optimisation finished successfully after 54 iterations, 136 evaluations
accept destroy segment 474
random create transition at 476
optimisation finished successfully after 95 iterations, 210 evaluations
accept create segment at 476
random destroy transition at 201
optimisation finished successfully after 93 iterations, 183 evaluations
accept destroy segment 201
random create transition at 88
random create transition at 66
optimisation finished successfully after 103 iterations, 229 evaluations
random destroy transition at 336
optimisation failed with message Maximum number of function evaluations has been exceeded. after 283 iterations, 1600 evaluations
random destroy transition at 143
optimisation failed with message Maximum number of function evaluations has been exceeded. after 686 iterations, 1600 evaluations
random create transition at 219
optimisation finished successfully after 103 iterations, 216 evaluations
accept create segment at 219
random destroy transition at 220
optimisation finished successfully after 52 iterations, 132 evaluations
accept destroy segment 220
random destroy transition at 478
optimisation finished successfully after 72 iterations, 172 evaluations
accept destroy segment 478
random destroy transition at 480
optimisation finished successfully after 62 iterations, 156 evaluations
accept destroy segment 480
random create transition at 481
optimisation finished successfully after 91 iterations, 198 evaluations
random create transition at 482
random destroy transition at 52
optimisation finished successfully after 78 iterations, 161 evaluations
accept destroy segment 52
random destroy transition at 53
optimisation finished successfully after 118 iterations, 236 evaluations
random destroy transition at 110
optimisation finished successfully after 63 iterations, 145 evaluations
accept destroy segment 110
random create transition at 202
optimisation finished successfully after 106 iterations, 206 evaluations
random create transition at 472
optimisation finished successfully after 131 iterations, 252 evaluations
accept create segment at 472
random destroy transition at 475
optimisation finished successfully after 55 iterations, 139 evaluations
random create transition at 483
optimisation finished successfully after 74 iterations, 179 evaluations
accept create segment at 483
random create transition at 127
optimisation finished successfully after 108 iterations, 214 evaluations
random create transition at 37
random destroy transition at 174
optimisation failed with message Maximum number of function evaluations has been exceeded. after 282 iterations, 1600 evaluations
random destroy transition at 191
optimisation finished successfully after 59 iterations, 145 evaluations
accept destroy segment 191
random create transition at 178
random create transition at 337
optimisation finished successfully after 113 iterations, 219 evaluations
accept create segment at 337
random create transition at 338
optimisation finished successfully after 84 iterations, 189 evaluations
random create transition at 484
optimisation finished successfully after 152 iterations, 322 evaluations
random create transition at 485
optimisation finished successfully after 132 iterations, 251 evaluations
random destroy transition at 487
optimisation finished successfully after 81 iterations, 189 evaluations
accept destroy segment 487
random destroy transition at 488
optimisation finished successfully after 112 iterations, 209 evaluations
accept destroy segment 488
random create transition at 489
optimisation finished successfully after 64 iterations, 183 evaluations
accept create segment at 489
random create transition at 490
optimisation finished successfully after 78 iterations, 182 evaluations
accept create segment at 490
random create transition at 491
optimisation finished successfully after 72 iterations, 170 evaluations
random destroy transition at 492
optimisation finished successfully after 84 iterations, 174 evaluations
random destroy transition at 170
optimisation failed with message Maximum number of function evaluations has been exceeded. after 583 iterations, 1600 evaluations
random destroy transition at 446
optimisation finished successfully after 88 iterations, 172 evaluations
accept destroy segment 446
random destroy transition at 494
optimisation finished successfully after 98 iterations, 202 evaluations
random create transition at 144
optimisation finished successfully after 96 iterations, 208 evaluations
accept create segment at 144
random destroy transition at 420
optimisation finished successfully after 158 iterations, 298 evaluations
accept destroy segment 420
random create transition at 119
random create transition at 324
optimisation finished successfully after 88 iterations, 212 evaluations
random create transition at 198
optimisation finished successfully after 78 iterations, 171 evaluations
accept create segment at 198
random destroy transition at 199
optimisation finished successfully after 64 iterations, 149 evaluations
accept destroy segment 199
random destroy transition at 47
optimisation finished successfully after 67 iterations, 145 evaluations
random destroy transition at 74
optimisation finished successfully after 112 iterations, 205 evaluations
random destroy transition at 495
optimisation finished successfully after 195 iterations, 348 evaluations
accept destroy segment 495
random destroy transition at 499
optimisation finished successfully after 73 iterations, 166 evaluations
accept destroy segment 499
random destroy transition at 501
optimisation finished successfully after 101 iterations, 199 evaluations
random destroy transition at 502
optimisation finished successfully after 73 iterations, 165 evaluations
accept destroy segment 502
random destroy transition at 114
optimisation finished successfully after 76 iterations, 154 evaluations
accept destroy segment 114
random destroy transition at 158
optimisation finished successfully after 77 iterations, 151 evaluations
random create transition at 504
optimisation finished successfully after 89 iterations, 189 evaluations
random destroy transition at 506
optimisation finished successfully after 118 iterations, 221 evaluations
random destroy transition at 441
optimisation finished successfully after 88 iterations, 170 evaluations
accept destroy segment 441
random create transition at 442
optimisation finished successfully after 92 iterations, 221 evaluations
random destroy transition at 507
optimisation finished successfully after 45 iterations, 129 evaluations
accept destroy segment 507
random destroy transition at 425
optimisation finished successfully after 85 iterations, 188 evaluations
accept destroy segment 425
random destroy transition at 386
optimisation finished successfully after 67 iterations, 169 evaluations
random destroy transition at 341
optimisation finished successfully after 91 iterations, 181 evaluations
accept destroy segment 341
random destroy transition at 342
optimisation failed with message Maximum number of function evaluations has been exceeded. after 536 iterations, 1600 evaluations
random create transition at 426
optimisation finished successfully after 91 iterations, 204 evaluations
random destroy transition at 465
optimisation finished successfully after 97 iterations, 197 evaluations
random create transition at 497
optimisation finished successfully after 124 iterations, 244 evaluations
random create transition at 508
optimisation finished successfully after 105 iterations, 213 evaluations
accept create segment at 508
random destroy transition at 510
optimisation finished successfully after 58 iterations, 136 evaluations
accept destroy segment 510
random create transition at 137
optimisation finished successfully after 63 iterations, 161 evaluations
random destroy transition at 146
optimisation finished successfully after 99 iterations, 208 evaluations
random destroy transition at 416
optimisation finished successfully after 78 iterations, 168 evaluations
accept destroy segment 416
random create transition at 260
optimisation finished successfully after 52 iterations, 136 evaluations
random create transition at 443
optimisation finished successfully after 83 iterations, 186 evaluations
random destroy transition at 48
optimisation finished successfully after 66 iterations, 150 evaluations
accept destroy segment 48
random create transition at 505
optimisation finished successfully after 121 iterations, 245 evaluations
random create transition at 512
optimisation finished successfully after 112 iterations, 227 evaluations
random create transition at 12
optimisation finished successfully after 54 iterations, 167 evaluations
random create transition at 118
random create transition at 493
optimisation finished successfully after 219 iterations, 379 evaluations
accept create segment at 493
random destroy transition at 513
optimisation finished successfully after 58 iterations, 133 evaluations
accept destroy segment 513
random create transition at 164
optimisation failed with message Maximum number of function evaluations has been exceeded. after 333 iterations, 2000 evaluations
accept create segment at 164
random destroy transition at 515
optimisation finished successfully after 65 iterations, 145 evaluations
accept destroy segment 515
random destroy transition at 72
optimisation finished successfully after 71 iterations, 156 evaluations
accept destroy segment 72
random destroy transition at 73
optimisation finished successfully after 182 iterations, 305 evaluations
random destroy transition at 511
optimisation finished successfully after 60 iterations, 140 evaluations
accept destroy segment 511
random create transition at 516
optimisation finished successfully after 79 iterations, 181 evaluations
random create transition at 517
optimisation finished successfully after 75 iterations, 181 evaluations
random create transition at 518
optimisation finished successfully after 96 iterations, 210 evaluations
random destroy transition at 269
optimisation finished successfully after 150 iterations, 255 evaluations
random destroy transition at 89
optimisation finished successfully after 90 iterations, 172 evaluations
accept destroy segment 89
random destroy transition at 128
optimisation finished successfully after 71 iterations, 152 evaluations
accept destroy segment 128
random create transition at 303
optimisation finished successfully after 62 iterations, 160 evaluations
random create transition at 371
optimisation finished successfully after 85 iterations, 202 evaluations
random create transition at 13
random destroy transition at 90
optimisation finished successfully after 68 iterations, 154 evaluations
accept destroy segment 90
random destroy transition at 397
optimisation finished successfully after 133 iterations, 243 evaluations
accept destroy segment 397
random destroy transition at 444
optimisation finished successfully after 115 iterations, 211 evaluations
accept destroy segment 444
random create transition at 459
random create transition at 519
optimisation finished successfully after 42 iterations, 140 evaluations
random destroy transition at 236
optimisation failed with message Maximum number of function evaluations has been exceeded. after 587 iterations, 1600 evaluations
random destroy transition at 173
optimisation failed with message Maximum number of function evaluations has been exceeded. after 603 iterations, 1600 evaluations
random create transition at 245
optimisation finished successfully after 146 iterations, 270 evaluations
random create transition at 6
optimisation finished successfully after 119 iterations, 229 evaluations
random destroy transition at 520
optimisation finished successfully after 98 iterations, 181 evaluations
accept destroy segment 520
random create transition at 521
optimisation finished successfully after 73 iterations, 178 evaluations
random create transition at 522
optimisation finished successfully after 45 iterations, 116 evaluations
random destroy transition at 145
optimisation failed with message Maximum number of function evaluations has been exceeded. after 220 iterations, 1600 evaluations
random destroy transition at 421
optimisation finished successfully after 78 iterations, 183 evaluations
random create transition at 447
optimisation finished successfully after 92 iterations, 199 evaluations
accept create segment at 447
random create transition at 448
optimisation finished successfully after 98 iterations, 207 evaluations
random create transition at 496
random destroy transition at 500
optimisation finished successfully after 106 iterations, 201 evaluations
random create transition at 503
optimisation finished successfully after 69 iterations, 172 evaluations
random destroy transition at 523
optimisation finished successfully after 105 iterations, 213 evaluations
accept destroy segment 523
random create transition at 525
optimisation finished successfully after 116 iterations, 239 evaluations
accept create segment at 525
random destroy transition at 248
optimisation finished successfully after 59 iterations, 136 evaluations
random create transition at 526
optimisation finished successfully after 64 iterations, 142 evaluations
accept create segment at 526
random destroy transition at 527
optimisation finished successfully after 76 iterations, 166 evaluations
random create transition at 530
optimisation finished successfully after 118 iterations, 213 evaluations
random destroy transition at 531
optimisation finished successfully after 73 iterations, 154 evaluations
accept destroy segment 531
random destroy transition at 534
optimisation finished successfully after 88 iterations, 174 evaluations
accept destroy segment 534
random create transition at 535
optimisation finished successfully after 84 iterations, 186 evaluations
accept create segment at 535
random create transition at 87
random destroy transition at 536
optimisation failed with message Maximum number of function evaluations has been exceeded. after 521 iterations, 1600 evaluations
random create transition at 539
optimisation finished successfully after 68 iterations, 164 evaluations
random destroy transition at 540
optimisation finished successfully after 108 iterations, 193 evaluations
accept destroy segment 540
random create transition at 213
optimisation finished successfully after 121 iterations, 228 evaluations
accept create segment at 213
random destroy transition at 214
optimisation finished successfully after 143 iterations, 252 evaluations
random destroy transition at 541
optimisation finished successfully after 108 iterations, 200 evaluations
random create transition at 543
optimisation finished successfully after 202 iterations, 338 evaluations
random create transition at 544
optimisation finished successfully after 70 iterations, 166 evaluations
random destroy transition at 546
optimisation finished successfully after 96 iterations, 201 evaluations
accept destroy segment 546
random destroy transition at 217
optimisation finished successfully after 129 iterations, 232 evaluations
accept destroy segment 217
random destroy transition at 218
optimisation finished successfully after 242 iterations, 396 evaluations
random destroy transition at 547
optimisation finished successfully after 80 iterations, 161 evaluations
random create transition at 548
random destroy transition at 549
optimisation finished successfully after 58 iterations, 134 evaluations
accept destroy segment 549
random create transition at 550
optimisation finished successfully after 111 iterations, 214 evaluations
random destroy transition at 551
optimisation finished successfully after 91 iterations, 192 evaluations
accept destroy segment 551
random destroy transition at 157
optimisation finished successfully after 60 iterations, 134 evaluations
random create transition at 552
optimisation failed with message Maximum number of function evaluations has been exceeded. after 649 iterations, 2000 evaluations
random destroy transition at 554
optimisation finished successfully after 108 iterations, 202 evaluations
accept destroy segment 554
random destroy transition at 31
optimisation finished successfully after 332 iterations, 531 evaluations
random create transition at 555
optimisation finished successfully after 106 iterations, 210 evaluations
accept create segment at 555
random destroy transition at 556
optimisation finished successfully after 73 iterations, 182 evaluations
accept destroy segment 556
random destroy transition at 557
